source_path,format_class,bytes,reason
VISUALIZATIONS + SCREENSHOTS 3/SAT HIST - 2025-3-25.PNG,image,160097,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT HIST - FILE LIBRARY 2 2025 SUMMER - (ONEDRIVE).PNG,image,185174,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT HIST - FILE LIBRARY 2025 SUMMER  (ONEDRIVE).PNG,image,183956,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT HIST - FILE LIBRARY 3 2025 - SUMMER-FALL (ONEDRIVE).PNG,image,195672,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT HIST 2025-4-24 to 2025-6-24.PNG,image,220062,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT HIST 4-7-2025.PNG,image,155713,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT PREHIST 2024-11-12.PNG,image,176431,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT PREHIST 2025-3-3.PNG,image,176725,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT PREHISTORY - CHAT 1.PNG,image,176426,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT SYNTHESIS 2025-4-4.PNG,image,176541,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT SYSTEM - NAUT - 2025-4-6.PNG,image,180968,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT VERYFIRST 2024-3-13.PNG,image,114991,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT.png,image,5329302,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SATO Mind Map.png,image,7682759,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SATy_output2.png,image,37566,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SATy_viz_output.png,image,183076,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2025-10-28 at 3.55.51 AM.png,image,457146,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.48.30 AM.png,image,1250268,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.49.00 AM.png,image,1248639,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.49.25 AM.png,image,1193753,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.49.45 AM.png,image,341831,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.49.56 AM.png,image,368516,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.50.24 AM.png,image,282605,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.50.38 AM.png,image,1152527,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.51.21 AM.png,image,1204206,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.52.02 AM.png,image,1225897,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.52.16 AM.png,image,1247944,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.53.33 AM.png,image,490754,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.53.41 AM.png,image,1322438,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.54.27 AM.png,image,1092670,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-07 at 4.54.53 AM.png,image,1171854,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-10 at 12.49.32 AM.png,image,386906,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-03-11 at 4.49.02 PM.png,image,60718,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/Screen Shot 2026-04-25 at 10.14.09 AM.png,image,18238,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/output (21).png,image,352863,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/output (22).png,image,93250,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/output (23).png,image,87720,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/output (24).png,image,95895,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/output (25).png,image,74516,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/output.png,image,106342,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/sat 2025-5-4.PNG,image,153713,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/sat histy 2025-5-31.PNG,image,224456,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/saty_output.png,image,93167,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/00. Screen Shot 2026-06-10 at 10.55.52 AM.png,image,299273,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-03 at 4.17.47 AM.png,image,277106,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-03 at 4.17.49 AM.png,image,288373,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-03 at 4.17.50 AM.png,image,293885,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-03 at 4.17.52 AM.png,image,282430,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-03 at 4.17.53 AM.png,image,285863,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-03 at 4.17.54 AM.png,image,286608,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-03 at 4.17.55 AM.png,image,282916,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-03 at 4.17.57 AM.png,image,280328,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-08 at 11.23.41 PM.png,image,241988,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-08 at 11.23.57 PM.png,image,327263,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-08 at 11.24.13 PM.png,image,264791,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-08 at 11.24.20 PM.png,image,92606,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-08 at 11.24.59 PM.png,image,359058,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-08 at 11.25.12 PM.png,image,167797,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-08 at 11.25.26 PM.png,image,583716,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 10.56.01 AM.png,image,314358,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.11.36 AM.png,image,204782,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.11.57 AM.png,image,204669,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.12.31 AM.png,image,206500,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.14.55 AM.png,image,270526,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.19.09 AM.png,image,277178,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.19.37 AM.png,image,322741,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.19.44 AM.png,image,244809,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.19.46 AM.png,image,304389,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.19.53 AM.png,image,228070,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.20.09 AM.png,image,333638,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.20.21 AM.png,image,318268,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.20.28 AM.png,image,288813,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.20.51 AM.png,image,326688,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.21.51 AM.png,image,249994,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.21.56 AM.png,image,336936,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.22.03 AM.png,image,231493,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.22.09 AM.png,image,286042,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.22.13 AM.png,image,321540,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.22.29 AM.png,image,232053,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.22.39 AM.png,image,219929,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.22.53 AM.png,image,236514,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.23.28 AM.png,image,316160,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.23.36 AM.png,image,325567,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.27.39 AM.png,image,322173,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.27.49 AM.png,image,256768,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.28.42 AM.png,image,274524,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.28.52 AM.png,image,289128,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.28.58 AM.png,image,287323,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.29.07 AM.png,image,306709,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.29.12 AM.png,image,365741,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.30.17 AM.png,image,229517,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.30.53 AM.png,image,251168,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.31.14 AM.png,image,279251,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.32.01 AM.png,image,303615,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.32.15 AM.png,image,275272,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.32.37 AM.png,image,248248,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.33.14 AM.png,image,244692,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/Screen Shot 2026-06-10 at 11.38.49 AM.png,image,271063,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS/theta_viz.png,image,55915,no extraction mapping located
Visualizations (Mark V era)/Predicted Optical Transmission Structured Domain Wall.jpg,image,117318,no extraction mapping located
Visualizations (Mark V era)/Static Soliton.png,image,73906,no extraction mapping located
Visualizations (Mark V era)/angular variance in optical theta.jpg,image,152483,no extraction mapping located
Visualizations (O.4D era)/3805b880-f063-4fdd-a2f0-a23b0ed0a2cf.png,image,2541068,no extraction mapping located
Visualizations (O.4D era)/42895710-44b7-452c-9719-68887e48bd41.png,image,1314541,no extraction mapping located
Visualizations (O.4D era)/5ad3c7ea-ba9f-4eb8-8dca-869e5c4cfb01.png,image,1245081,no extraction mapping located
Visualizations (O.4D era)/63318974-5139-4412-9cd0-9a7b407386c5.png,image,1302684,no extraction mapping located
Visualizations (O.4D era)/FULL BUILDOUT.png,image,13372443,no extraction mapping located
Visualizations (O.4D era)/Misalignment Angle.png,image,96489,no extraction mapping located
Visualizations (O.4D era)/NotebookLM Mind Map.png,image,3108746,no extraction mapping located
Visualizations (O.4D era)/SAT.4D Deep Dive Pronunciation Guide.pdf,pdf,112037,no extraction mapping located
Visualizations (O.4D era)/SAT4D_MindMap.png,image,11405333,no extraction mapping located
Visualizations (O.4D era)/SAT_4D-Sketch.pdf,pdf,305464,no extraction mapping located
Visualizations (O.4D era)/SAT_4D_LIVE.pdf,pdf,318744,no extraction mapping located
Visualizations (O.4D era)/SAT_ATTEMPTED_FORMALIZATION.pdf,pdf,1077897,no extraction mapping located
Visualizations (O.4D era)/SAT_CLEAN (1).pdf,pdf,407677,no extraction mapping located
Visualizations (O.4D era)/SAT_CLEAN-eval.pdf,pdf,311482,no extraction mapping located
Visualizations (O.4D era)/SAT_CLEAN_LIVE.pdf,pdf,328128,no extraction mapping located
Visualizations (O.4D era)/SAT_Earliest_Notebook_2003_Documented.pdf,pdf,7712005,no extraction mapping located
Visualizations (O.4D era)/SAT_FULL_BUILDOUT.pdf,pdf,488753,no extraction mapping located
Visualizations (O.4D era)/SAT_Full_Annotated_Visual_Archive.pdf,pdf,25206600,no extraction mapping located
Visualizations (O.4D era)/SAT_Full_Visual_Archive_With_Extras_REVISED.pdf,pdf,13189878,no extraction mapping located
Visualizations (O.4D era)/SAT_O7_time_tentative.pdf,pdf,169065,no extraction mapping located
Visualizations (O.4D era)/SAT_REWRITE (1).pdf,pdf,5305098,no extraction mapping located
Visualizations (O.4D era)/SAT_REWRITE.pdf,pdf,5329850,no extraction mapping located
Visualizations (O.4D era)/SAT_Visual_Archive_FULL_Captioned_RETRY.pdf,pdf,12016863,no extraction mapping located
Visualizations (O.4D era)/TopologicalBarrier.png,image,119446,no extraction mapping located
Visualizations (O.4D era)/a6207c91-ebaa-4cc8-b7d3-73ce995abef5.png,image,1617763,no extraction mapping located
Visualizations (O.4D era)/eigenvalues.png,image,31989,no extraction mapping located
Visualizations (O.4D era)/localizedmetricoutput (1).png,image,103678,no extraction mapping located
Visualizations (O.4D era)/output (1).png,image,71968,no extraction mapping located
Visualizations (O.4D era)/output (10).png,image,291643,no extraction mapping located
Visualizations (O.4D era)/output (11).png,image,301197,no extraction mapping located
Visualizations (O.4D era)/output (12).png,image,306110,no extraction mapping located
Visualizations (O.4D era)/output (13).png,image,263361,no extraction mapping located
Visualizations (O.4D era)/output (14).png,image,261953,no extraction mapping located
Visualizations (O.4D era)/output (15).png,image,259150,no extraction mapping located
Visualizations (O.4D era)/output (16).png,image,125547,no extraction mapping located
Visualizations (O.4D era)/output (2).png,image,131066,no extraction mapping located
Visualizations (O.4D era)/output (3).png,image,114386,no extraction mapping located
Visualizations (O.4D era)/output (4).png,image,99076,no extraction mapping located
Visualizations (O.4D era)/output (5).png,image,288787,no extraction mapping located
Visualizations (O.4D era)/output (6).png,image,275436,no extraction mapping located
Visualizations (O.4D era)/output (7).png,image,266278,no extraction mapping located
Visualizations (O.4D era)/output (8).png,image,287903,no extraction mapping located
Visualizations (O.4D era)/output (9).png,image,288787,no extraction mapping located
Visualizations (O.4D era)/output.png,image,75361,no extraction mapping located
Visualizations (O.4D era)/phase_vii_output.png,image,85701,no extraction mapping located
Visualizations (O.4D era)/refractive_index_modulation.png,image,158998,no extraction mapping located
Visualizations (O.4D era)/riccioutput (1).png,image,103678,no extraction mapping located
[[H(s)H runs]]/baseline/01_sphere_state_curves.png,image,251063,no extraction mapping located
[[H(s)H runs]]/baseline/02_whirlygig_torus_trace_limited.png,image,416687,no extraction mapping located
[[H(s)H runs]]/baseline/02_whirlygig_torus_trace_raw.png,image,452456,no extraction mapping located
[[H(s)H runs]]/baseline/03_residual_profile.png,image,61345,no extraction mapping located
[[H(s)H runs]]/baseline/04_limiter_profile.png,image,45643,no extraction mapping located
[[H(s)H runs]]/eps005/01_sphere_state_curves.png,image,243425,no extraction mapping located
[[H(s)H runs]]/eps005/02_whirlygig_torus_trace_limited.png,image,416149,no extraction mapping located
[[H(s)H runs]]/eps005/03_residual_profile.png,image,59983,no extraction mapping located
[[H(s)H runs]]/eps005/04_limiter_profile.png,image,45379,no extraction mapping located
[[H(s)H runs]]/smoke/01_sphere_state_curves.png,image,250745,no extraction mapping located
[[H(s)H runs]]/smoke/02_whirlygig_torus_trace_limited.png,image,407073,no extraction mapping located
[[H(s)H runs]]/smoke/03_residual_profile.png,image,58671,no extraction mapping located
[[H(s)H runs]]/smoke/04_limiter_profile.png,image,46445,no extraction mapping located
clear_render_fix/01_clear_projected_curves_display_offset.png,image,893405,no extraction mapping located
clear_render_fix/02_clear_projection_four_views.png,image,1535724,no extraction mapping located
clear_render_fix/03_intrinsic_projection_charts.png,image,82283,no extraction mapping located
continuous_whirligig_v1.gif,image,5141374,no extraction mapping located
earth-dipole-trajectory.png,image,365290,no extraction mapping located
equation_true_curve_surface_projection_polar_nopandas_output/01_source_xy_output_curve.png,image,343138,no extraction mapping located
equation_true_curve_surface_projection_polar_nopandas_output/02_projection_arclength_curvature.png,image,853579,no extraction mapping located
equation_true_curve_surface_projection_polar_nopandas_output/02_projection_arclength_gradient.png,image,868148,no extraction mapping located
equation_true_curve_surface_projection_polar_nopandas_output/02_projection_arclength_radius.png,image,867117,no extraction mapping located
equation_true_curve_surface_projection_polar_nopandas_output/02_projection_arclength_y.png,image,854640,no extraction mapping located
equation_true_curve_surface_projection_polar_nopandas_output/03_intrinsic_charts_arclength_curvature.png,image,102621,no extraction mapping located
equation_true_curve_surface_projection_polar_nopandas_output/03_intrinsic_charts_arclength_gradient.png,image,205961,no extraction mapping located
equation_true_curve_surface_projection_polar_nopandas_output/03_intrinsic_charts_arclength_radius.png,image,198983,no extraction mapping located
equation_true_curve_surface_projection_polar_nopandas_output/03_intrinsic_charts_arclength_y.png,image,168270,no extraction mapping located
equation_true_curve_surface_projection_polar_nopandas_output/04_projection_mode_comparison.png,image,1519468,no extraction mapping located
flattened_torus_composite_curve.png,image,372903,no extraction mapping located
galactic-rotation-profiles.png,image,148271,no extraction mapping located
helical_loop_glass_sweep.gif,image,740822,no extraction mapping located
projection_continuity_scan.png,image,44635,no extraction mapping located
smooth_glass_wave_ripple.gif,image,891168,no extraction mapping located
vizualization gobys/6759524.gif,image,18000,no extraction mapping located
vizualization gobys/Borromean_Rings_Illusion_(transparent).png,image,684769,no extraction mapping located
vizualization gobys/Get.jpeg,image,9794,no extraction mapping located
vizualization gobys/Hopf_Link.png,image,398718,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 3.32.31 AM.png,image,60888,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 3.40.48 AM.png,image,389231,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 3.41.01 AM.png,image,159075,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 3.45.20 AM.png,image,522291,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 3.47.39 AM.png,image,121473,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 3.49.38 AM.png,image,145935,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 3.54.16 AM.png,image,63937,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 4.18.25 AM.png,image,219172,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 4.18.50 AM.png,image,310703,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 4.19.06 AM.png,image,409382,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 4.21.35 AM.png,image,178904,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 4.22.26 AM.png,image,299407,no extraction mapping located
vizualization gobys/Screen Shot 2026-02-26 at 4.31.05 AM.png,image,172874,no extraction mapping located
vizualization gobys/collagen-superhelix-long-wider.jpg,image,58110,no extraction mapping located
vizualization gobys/diatom-spiral.jpg,image,31644,no extraction mapping located
vizualization gobys/the-helix-organization-1536x1536.jpg,image,213006,no extraction mapping located
whirligig_ball_rolling_in_tube.gif,image,1997378,no extraction mapping located
whirligig_navier_stokes_trial.gif,image,2676696,no extraction mapping located
whirligig_ns_crossbar_full_sweep.gif,image,4035949,no extraction mapping located
whirligig_ns_true_jagged_sweep.gif,image,7715187,no extraction mapping located
whirlygig-output/01_sphere_state_curves.png,image,83820,no extraction mapping located
whirlygig-output/02_whirlygig_torus_trace.png,image,191023,no extraction mapping located
whirlygig-output/03_residual_profile.png,image,39355,no extraction mapping located
